,year,age,maritl,race,education,region,jobclass,health,health_ins,logwage,wage
155631,2003,51,4. Divorced,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.477121255,87.98103279
7535,2005,24,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.698970004,109.8339856
233682,2006,44,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.755874856,116.2653241
11180,2005,37,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.903089987,134.7053751
230312,2006,50,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,5.360551762,212.8423523
157269,2003,51,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.230448921,68.74808773
154768,2003,45,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.602059991,99.6894637
305706,2007,34,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.397940009,81.28325328
160718,2003,31,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.5289167,92.65813017
83227,2004,44,4. Divorced,2. Black,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.380211242,79.85490031
155117,2003,29,2. Married,3. Asian,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.556302501,95.23071257
376581,2008,28,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.414973348,82.6796373
305552,2007,43,4. Divorced,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,5.079181246,160.6424754
81881,2004,54,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,5.301029996,200.5432623
451306,2009,50,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.170261715,175.9608831
305745,2007,55,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.838849091,126.3238807
156543,2003,26,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.685741739,108.39064
11832,2005,31,2. Married,3. Asian,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5,148.4131591
451374,2009,44,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.113943352,166.3249412
228501,2006,47,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.462397998,86.69515483
83710,2004,45,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.041392685,154.685293
380599,2008,22,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.334453751,76.28327785
81944,2004,40,1. Never Married,2. Black,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.51851394,91.69922611
374802,2008,53,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.698970004,109.8339856
302778,2007,45,4. Divorced,1. White,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.763427994,117.1468169
13360,2005,66,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.544068044,94.07271475
85539,2004,26,1. Never Married,3. Asian,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.602059991,99.6894637
379666,2008,39,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.716003344,111.7208494
83877,2004,59,2. Married,2. Black,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.971275849,144.2107612
83569,2004,37,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.322219295,75.35567932
307057,2007,48,1. Never Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.716003344,111.7208494
379881,2008,32,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.77815125,118.8843593
85100,2004,32,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.113943352,61.18752643
233001,2006,60,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.564677898,96.03165702
81794,2004,39,2. Married,3. Asian,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.255272505,70.47601965
9109,2005,44,4. Divorced,4. Other,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.230448921,68.74808773
161253,2003,35,5. Separated,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.130333768,62.19867943
153767,2003,37,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.301029996,200.5432623
448972,2009,31,1. Never Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.176091259,65.11085372
9144,2005,21,1. Never Married,2. Black,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.662757832,105.9278108
305871,2007,29,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.301029996,73.77574327
301497,2007,56,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.602059991,99.6894637
9638,2005,47,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5,148.4131591
158124,2003,51,2. Married,2. Black,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.397940009,81.28325328
307248,2007,48,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.301029996,73.77574327
161096,2003,43,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.255272505,191.5736835
87714,2004,58,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.633468456,102.8702469
304184,2007,59,2. Married,3. Asian,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.07773118,160.409702
305970,2007,47,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.681241237,107.9039239
375715,2008,45,1. Never Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.255272505,70.47601965
302117,2007,30,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.62324929,101.8243521
451721,2009,42,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.740362689,114.4757133
302475,2007,42,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,5.079181246,160.6424754
85693,2004,49,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.284430734,72.56122831
229915,2006,41,2. Married,3. Asian,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.414973348,82.6796373
159200,2003,41,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.447158031,85.38394038
14140,2005,39,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.380211242,79.85490031
11113,2005,43,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.230448921,68.74808773
230943,2006,48,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.698970004,109.8339856
451015,2009,46,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.434568904,84.31576886
301885,2007,43,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.414973348,82.6796373
307635,2007,50,2. Married,2. Black,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.763427994,117.1468169
158239,2003,44,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.612783857,100.7642728
453173,2009,69,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.397244581,81.22674631
231118,2006,35,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.698970004,109.8339856
380873,2008,47,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.071882007,159.4741767
307620,2007,34,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.531478917,92.89584479
9738,2005,34,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.591064607,98.59934386
80860,2004,45,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.602059991,99.6894637
88028,2004,52,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.602059991,99.6894637
159643,2003,54,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.934498451,139.0034081
306995,2007,49,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.477121255,87.98103279
233565,2006,32,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.672097858,106.9218141
161431,2003,24,1. Never Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,3.942008053,51.52195631
306557,2007,40,4. Divorced,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5,148.4131591
86239,2004,42,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.929418926,138.2991269
376834,2008,50,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5,148.4131591
82964,2004,51,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,4.707570176,110.7826503
380739,2008,39,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.963787827,143.1349408
379819,2008,41,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.421143067,83.19132429
87826,2004,40,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.414973348,82.6796373
450515,2009,44,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.698970004,109.8339856
302426,2007,45,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.875072844,130.9836943
451283,2009,38,2. Married,2. Black,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,5.742793451,311.9345689
14460,2005,38,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.475671188,87.8535469
159115,2003,61,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.041392685,56.90553914
301337,2007,47,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.838849091,126.3238807
231349,2006,33,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.491361694,89.24288466
9215,2005,56,2. Married,3. Asian,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.40654018,81.98531783
87306,2004,35,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.929418926,138.2991269
84421,2004,47,2. Married,3. Asian,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.77815125,118.8843593
306501,2007,57,2. Married,3. Asian,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,5.07773118,160.409702
83073,2004,21,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.431363764,84.04595765
8356,2005,46,2. Married,4. Other,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.977723605,145.1436012
155165,2003,43,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.397940009,81.28325328
374463,2008,42,1. Never Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.612783857,100.7642728
14341,2005,50,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.740362689,114.4757133
12638,2005,43,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.278753601,72.15045568
13108,2005,52,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.698970004,109.8339856
87254,2004,36,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.857332496,128.6804882
156206,2003,40,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.62324929,101.8243521
305396,2007,45,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,5,148.4131591
8875,2005,32,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.763427994,117.1468169
453516,2009,37,4. Divorced,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,4.77815125,118.8843593
13650,2005,39,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.755874856,116.2653241
376228,2008,37,1. Never Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,5.204119983,182.020621
82600,2004,45,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.875061263,130.9821774
13835,2005,40,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.51851394,91.69922611
453021,2009,55,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.190331698,66.04469423
452580,2009,61,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.672097858,106.9218141
230002,2006,64,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.740362689,114.4757133
156598,2003,39,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.875061263,130.9821774
307683,2007,46,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.641005851,281.7459706
375451,2008,25,1. Never Married,2. Black,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.033423755,56.45386498
84260,2004,34,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.021189299,151.5914842
304488,2007,63,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.017033339,55.53610442
9903,2005,45,3. Widowed,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.77815125,118.8843593
153519,2003,52,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.62324929,101.8243521
302698,2007,29,1. Never Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.643452676,103.9024706
379119,2008,27,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.629409599,102.4535576
87346,2004,48,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.818859053,123.8237338
155315,2003,30,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.301029996,200.5432623
448547,2009,35,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5,148.4131591
157250,2003,46,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.602059991,99.6894637
379821,2008,47,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.623217234,276.7784133
7781,2005,50,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.954242509,141.7751723
159737,2003,56,4. Divorced,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.698970004,109.8339856
378317,2008,43,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,5.278753601,196.1252726
155697,2003,50,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.949390007,141.0888744
13745,2005,34,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.77815125,118.8843593
374554,2008,46,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.702051225,110.1729303
81173,2004,40,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,4.227886705,68.5721657
452685,2009,53,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.698970004,109.8339856
307764,2007,33,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.672097858,106.9218141
227916,2006,48,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.403034684,81.69842172
449978,2009,31,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.62324929,101.8243521
81917,2004,43,2. Married,2. Black,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.380211242,79.85490031
305327,2007,40,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.176091259,176.9896505
374845,2008,31,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.602059991,99.6894637
375861,2008,28,1. Never Married,3. Asian,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.973137094,144.4794227
14321,2005,35,4. Divorced,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,4.505149978,90.48191336
11935,2005,50,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.875061263,130.9821774
160862,2003,47,4. Divorced,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.431363764,84.04595765
157150,2003,45,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.892094603,133.2323508
376403,2008,32,2. Married,3. Asian,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.544068044,94.07271475
85840,2004,50,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.477121255,87.98103279
378483,2008,58,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.812913357,123.0896998
156461,2003,47,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.447158031,85.38394038
301682,2007,50,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.971234088,144.2047389
9157,2005,37,1. Never Married,3. Asian,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.698970004,109.8339856
448936,2009,30,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.698970004,109.8339856
376883,2008,62,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.494154594,89.49247952
153467,2003,42,2. Married,3. Asian,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.643452676,103.9024706
305599,2007,31,1. Never Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.477121255,87.98103279
230814,2006,34,1. Never Married,2. Black,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.735189959,309.5717713
10265,2005,33,1. Never Married,1. White,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,2. No,4.568201724,96.37065283
304408,2007,71,2. Married,2. Black,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.660523977,105.6914475
157202,2003,38,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.776701184,118.7120941
304770,2007,31,2. Married,3. Asian,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.903089987,134.7053751
378375,2008,54,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,5.096910013,163.515864
378727,2008,48,2. Married,2. Black,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.716003344,111.7208494
306711,2007,44,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.579783597,97.49329405
154076,2003,41,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.84509804,127.1157438
14421,2005,42,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.761687332,116.9430813
233702,2006,33,2. Married,2. Black,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.763427994,117.1468169
451529,2009,49,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.653212514,104.9215065
305108,2007,24,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.447158031,85.38394038
10377,2005,41,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.477121255,87.98103279
7690,2005,51,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.619093331,101.4020523
233531,2006,57,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.812913357,123.0896998
14404,2005,29,1. Never Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.875061263,130.9821774
86497,2004,28,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.698970004,109.8339856
228591,2006,36,1. Never Married,2. Black,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.579783597,97.49329405
301920,2007,48,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.176091259,176.9896505
161366,2003,56,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.903089987,134.7053751
156310,2003,63,4. Divorced,2. Black,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.163161375,64.27439722
156000,2003,63,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.698970004,109.8339856
232251,2006,32,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,3.903089987,49.55533812
156535,2003,52,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.929418926,138.2991269
11919,2005,77,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.602059991,99.6894637
302756,2007,33,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.477121255,87.98103279
301315,2007,63,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.605305046,100.0134869
232504,2006,59,2. Married,2. Black,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.69019608,108.8745258
452035,2009,49,4. Divorced,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.021189299,151.5914842
375008,2008,46,1. Never Married,2. Black,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.792391689,120.5894365
228951,2006,19,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.342422681,76.89360252
86333,2004,27,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4,54.59815003
305667,2007,45,2. Married,2. Black,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.531478917,92.89584479
449654,2009,54,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.903089987,134.7053751
376986,2008,41,2. Married,3. Asian,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.623217234,276.7784133
449095,2009,63,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.146128036,171.7651326
13626,2005,27,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.716003344,111.7208494
158226,2003,38,2. Married,3. Asian,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,5.301029996,200.5432623
378744,2008,68,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.698970004,109.8339856
158274,2003,47,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.602059991,99.6894637
449268,2009,47,2. Married,3. Asian,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.77815125,118.8843593
380370,2008,44,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.176091259,65.11085372
228164,2006,50,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.361727836,78.3924668
453598,2009,39,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.556302501,95.23071257
228212,2006,37,4. Divorced,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.591064607,98.59934386
232723,2006,41,2. Married,3. Asian,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.698970004,109.8339856
448723,2009,50,1. Never Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,5.06069784,157.7005277
451987,2009,38,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.740362689,114.4757133
448787,2009,29,1. Never Married,3. Asian,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.602059991,99.6894637
